Chromosome	Start	End	Nclone	Array.129	Array.34	Array.67	Array.24	Array.22	Array.36	Array.49	Array.16	Array.146	Array.143	Array.65	Array.62	Array.4	Array.76	Array.118	Array.154	Array.48	Array.6	Array.39	Array.86	Array.112	Array.79	Array.124	Array.19	Array.27	Array.106	Array.110	Array.69	Array.73	Array.95	Array.98	Array.17	Array.33	Array.138	Array.149	Array.101	Array.90	Array.99	Array.57	Array.105	Array.85	Array.114	Array.56	Array.5	Array.8	Array.113	Array.148	Array.42	Array.25	Array.102	Array.55	Array.141	Array.43	Array.159	Array.52	Array.88	Array.125	Array.152	Array.50	Array.23	Array.68	Array.94	Array.153	Array.51	Array.142	Array.144	Array.37	Array.78	Array.18	Array.82	Array.75	Array.139	Array.2	Array.117	Array.60	Array.38	Array.72	Array.104	Array.137	Array.145	Array.31	Array.135	Array.111	Array.7	Array.21	Array.53	Array.59	Array.71	Array.47	Array.107	Array.64	Array.89	Array.30	Array.35	Array.93	Array.10	Array.123	Array.100	Array.134	Array.130
1	3149648	3157982	2	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	-1.0	0.0	0.0	0.0	1.0	-1.0	0.0	0.0	-1.0	0.0	0.0	-1.0	0.0	0.0	2.0	0.0	-1.0	0.0	-1.0	0.0	-1.0	0.0	0.0	0.0	0.0	-1.0	-1.0	-1.0	1.0	-1.0	0.0	-1.0	-1.0	0.0	0.0	-1.0	1.0	-1.0	2.0	-1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	1.0	0.0	1.0	0.0	0.0	0.0	-1.0	1.0	-1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0
1	3166706	16531740	1275	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	-1.0	0.0	-1.0	0.0	1.0	-1.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0	-1.0	0.0	-1.0	0.0	-1.0	0.0	0.0	0.0	0.0	-1.0	-1.0	-1.0	1.0	-1.0	0.0	-1.0	-1.0	0.0	-1.0	-1.0	0.0	-1.0	-1.0	-1.0	0.0	-1.0	-1.0	0.0	0.0	0.0	-1.0	0.0	1.0	0.0	0.0	0.0	0.0	-1.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	1.0	0.0	-1.0	0.0	0.0	0.0	-1.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0
1	16551324	16997273	25	0.0	0.0	0.0	-1.0	-1.0	0.0	-1.0	-1.0	0.5	0.0	0.0	1.0	-1.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	1.0	0.0	0.0	-1.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	-1.0	-1.0	1.0	0.0	-1.0	0.0	0.0	-1.0	-1.0	1.0	-1.0	-1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	-1.0	1.0	0.0	1.0	1.0	0.0	0.5	0.0	-1.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	-0.5	0.0	0.0	-0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	-1.0	0.0	0.0	0.0
1	17030134	22668805	556	0.0	0.0	0.0	0.0	-1.0	0.0	-1.0	-1.0	0.0	-1.0	0.0	1.0	-1.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0	-1.0	0.0	-1.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	-1.0	-1.0	1.0	-1.0	0.0	-1.0	-1.0	0.0	-1.0	-1.0	0.0	0.0	-1.0	-1.0	-1.0	-1.0	-1.0	1.0	0.0	0.0	-1.0	0.0	-1.0	0.0	0.0	0.0	0.0	-1.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	1.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	-1.0	0.0
1	22674759	25318800	266	0.0	0.0	-1.0	0.0	-1.0	0.0	-1.0	-1.0	0.0	-1.0	0.0	1.0	-1.0	0.0	0.0	0.5	0.0	0.0	-1.0	0.0	0.0	0.0	0.0	-1.0	0.0	-1.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	-1.0	-1.0	1.0	-1.0	0.0	-1.0	-1.0	0.0	-1.0	-1.0	0.0	0.0	-1.0	-1.0	0.0	0.0	-1.0	-1.0	0.0	0.0	1.0	0.0	-1.0	0.0	0.0	0.0	0.0	-1.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	1.0	0.0	1.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	-1.0	0.0	-1.0	0.0
1	25354765	34166798	887	0.0	0.0	0.0	1.0	0.0	0.0	-1.0	-1.0	0.0	-1.0	0.0	1.0	-1.0	0.0	1.0	1.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0	-1.0	0.0	-1.0	0.0	-1.0	0.0	0.0	0.0	0.0	-1.0	-1.0	-1.0	1.0	-1.0	0.0	-1.0	-1.0	0.0	-1.0	-1.0	0.0	0.0	-1.0	-1.0	-1.0	0.0	-1.0	0.0	0.0	0.0	1.0	0.0	-1.0	0.0	0.0	0.0	0.0	-1.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	1.0	0.0	1.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	-1.0	0.0	-1.0	0.0	-1.0	0.0
1	34172947	37578554	285	0.0	0.0	0.0	1.0	0.0	0.0	-1.0	-1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	-1.0	0.0	-1.0	0.0	1.0	-1.0	0.0	-1.0	0.0	-1.0	0.0	0.0	0.0	-1.0	-1.0	-1.0	-1.0	0.0	-1.0	0.0	2.0	0.0	0.0	-1.0	-1.0	0.0	0.0	-1.0	1.0	-1.0	0.0	-1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	-1.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	1.0	0.0	1.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	-1.0	0.0	0.0	-1.0	1.0
1	37599215	72473289	3191	0.0	0.0	-1.0	-1.0	0.0	0.0	-1.0	-1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	-1.0	0.0	0.5	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0	-1.0	1.0	-1.0	0.0	-1.0	-1.0	2.0	0.0	0.0	-1.0	-1.0	0.0	0.0	-1.0	0.0	-1.0	0.0	0.0	1.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	1.0	1.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	-1.0	0.0	0.0	-1.0	1.0
1	72489681	72620747	5	-1.0	0.0	-1.0	-1.0	0.0	0.0	-1.0	-1.0	0.0	1.0	0.0	1.0	-1.0	0.0	1.0	-1.0	-1.0	0.0	-1.0	0.0	-1.0	0.0	0.0	-1.0	0.0	0.0	0.0	-1.0	0.0	-1.0	0.0	0.0	-1.0	1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	0.0	1.0	-1.0	0.0	-1.0	0.0	-1.0	0.0	0.0	0.0	0.0	-1.0	-1.0	0.0	-1.0	-1.0	0.0	-1.0	0.0	0.0	1.0	0.0	0.0	-1.0	0.0	1.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0	-1.0	0.0	-1.0	-1.0	-1.0	-1.0	0.0	1.0	0.0	-1.0	0.0	-1.0	0.0	-1.0	0.0	0.0	-1.0	0.0	-1.0	0.0	0.0	-1.0	-1.0
1	72661597	109968401	2593	0.0	0.0	-1.0	-1.0	0.0	0.0	-1.0	-1.0	0.0	0.0	0.0	1.0	-1.0	0.0	1.0	0.0	0.0	0.0	-1.0	0.0	-1.0	0.0	0.0	-1.0	-0.5	0.0	0.0	-1.0	0.0	0.0	0.0	-1.0	-1.0	1.0	-1.0	0.0	-1.0	-1.0	-1.0	0.0	0.0	0.0	-1.0	-0.5	0.0	-1.0	0.0	-1.0	0.0	-1.0	-1.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	-1.0	0.0	0.0	0.0	-1.0	0.0	1.0	0.0	0.0	-1.0	0.0	0.0	-1.0	1.0
1	109987805	120232261	906	0.0	0.0	0.0	-1.0	0.0	0.0	-1.0	-1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	-1.0	-1.0	0.0	0.0	1.0	0.0	0.0	0.0	-1.0	-1.0	1.0	0.0	0.0	-1.0	-1.0	-1.0	-1.0	0.0	0.0	-1.0	-1.0	0.0	-1.0	1.0	-1.0	0.0	0.0	1.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	0.0	-1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	-1.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	0.0	1.0	-1.0	0.0	0.0	-1.0	0.0
1	120313797	120737345	5	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.5	1.0	0.0	0.0	1.0	0.5	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	-0.5	1.0	1.0	1.0	2.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	-1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
1	120761983	120923696	11	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	-1.0	1.0	-1.0	-1.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	-1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
1	141474904	145716245	212	0.0	0.0	0.5	-1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	-1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	-1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.5	0.0	0.0	0.0	1.0	1.0	-1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.5	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	-0.5	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0
1	145820605	146634734	19	0.0	0.0	1.0	-1.0	1.0	-1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.5	1.0	1.0	0.5	1.0	-1.0	1.0	0.0	0.0	-1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5	0.0	0.5	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	-1.0	1.0	-1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.5	-1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	1.0	-1.0	1.0	1.0	0.0	0.0	1.0	0.0
1	146661770	149362629	356	0.0	0.0	0.0	-1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	2.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	-1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0
1	149369522	149394958	5	1.0	-1.0	0.0	-1.0	-1.0	0.0	2.0	-1.0	0.0	1.0	0.0	0.0	1.0	1.0	-1.0	-1.0	0.0	-1.0	1.0	1.0	-1.0	1.0	-1.0	1.0	1.0	0.0	1.0	2.0	1.0	0.0	-1.0	1.0	1.0	2.0	-1.0	0.0	-1.0	-1.0	-1.0	1.0	1.0	0.0	-1.0	0.0	1.0	1.0	0.0	1.0	0.0	-1.0	-1.0	1.0	-1.0	-1.0	0.0	1.0	0.0	0.0	1.0	2.0	-1.0	2.0	0.0	0.0	2.0	-1.0	1.0	1.0	2.0	-1.0	-1.0	0.0	-1.0	2.0	2.0	0.0	1.0	-1.0	1.0	-1.0	0.0	1.0	0.0	1.0	2.0	-1.0	1.0	1.0	-1.0	2.0	1.0	2.0	-1.0	-1.0	-1.0	1.0	2.0	-1.0	-1.0	2.0
1	149403519	149573806	31	0.0	0.0	0.0	-1.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	-1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0
1	149579637	149598429	4	1.0	1.0	0.0	-1.0	1.0	0.5	1.0	1.0	0.0	1.0	1.0	2.0	1.0	1.0	1.0	2.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.5	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	2.0	0.5	1.0	-1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	2.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.5	1.0	1.0	0.0	1.0	0.0	1.0	1.0	2.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.5	1.0	1.0	1.0	1.5	1.0	1.5	1.0	0.5	0.5	1.0	1.0
1	149604744	158365270	1133	0.0	0.0	0.0	-1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	2.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	-1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0
