pipeline,repeat,outer_fold,stage1_bal_acc,stage1_threshold,stage2_bal_acc,balanced_accuracy,auroc_macro,best_inner_score,stage2_best_inner_std,best_params,stage1_n_features,n_features_selected,stage1_features,selected_features,n_test,n_train_s2,n_routed_to_s2,combined_bal_acc_excl,stage2_bal_acc_excl,n_excluded,en_converged,test_indices,y_true,y_pred,proba_combined,fold_seconds
en_rf,50,1,0.961538,0.15,0.678571,0.785714,0.903846,0.84,0.105198,"{""clf__max_features"": ""sqrt"", ""clf__min_samples_leaf"": 5, ""selector__C"": 7.74264, ""selector__l1_ratio"": 0.3, ""selector__top_k"": 20}",5,20,"chr17_35076296_35282086,chr17_42161364_42873571,chr17_41011530_41494331,chr17_1542118_1560766,chr17_41983407_42049540","chr16_68838368_69397102,chr12_36739877_67332062,chr15_32523241_32594902,chr23_1672003_1706462,chr15_739595_18454050,chr15_18657388_18683110,chr1_149369522_149394958,chr6_32732764_32738443,chr3_196908262_196937230,chr16_69417987_69744010,chr11_89400624_134432265,chr6_32586131_32600962,chr16_15039224_33875313,chr1_244693374_245014643,chr17_77442683_77503685,chr6_32766023_91964331,chr23_90837054_91203848,chr16_28087_14817706,chr16_14956177_14988855,chr1_17030134_22668805",20,55,12,0.833333,0.75,1,1.0,"2,5,8,24,37,39,53,57,66,68,70,71,76,79,81,83,89,95,96,98","HR+,HR+,Triple Neg,HR+,Triple Neg,HER2+,Triple Neg,HER2+,HR+,HER2+,HER2+,HER2+,HER2+,Triple Neg,Triple Neg,HR+,Triple Neg,HER2+,HR+,HR+","Triple Neg,HR+,HR+,HR+,HR+,HER2+,HER2+,HER2+,HR+,HER2+,HER2+,HER2+,HER2+,Triple Neg,Triple Neg,HR+,Triple Neg,HER2+,HR+,HR+","[[0.004, 0.324388, 0.671612], [0.028, 0.512734, 0.459266], [0.0, 0.500037, 0.499963], [0.0, 0.858744, 0.141256], [0.0, 0.561191, 0.438809], [0.978, 0.012737, 0.009263], [0.164, 0.447655, 0.388345], [0.992, 0.005993, 0.002007], [0.0, 0.522427, 0.477573], [1.0, 0.0, 0.0], [0.992, 0.002921, 0.005079], [0.938, 0.046041, 0.015959], [0.978, 0.012766, 0.009234], [0.0, 0.489125, 0.510875], [0.0, 0.380993, 0.619007], [0.008, 0.537922, 0.454078], [0.004, 0.388473, 0.607527], [0.99, 0.005068, 0.004932], [0.0, 0.585113, 0.414887], [0.002, 0.536614, 0.461386]]",2874.6
en_rf,50,2,1.0,0.2,0.642857,0.761905,0.996032,0.856667,0.04899,"{""clf__max_features"": ""sqrt"", ""clf__min_samples_leaf"": 1, ""selector__C"": 0.0464159, ""selector__l1_ratio"": 0.1, ""selector__top_k"": 50}",5,50,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr17_1542118_1560766,chr17_1890246_2286311","chr16_68838368_69397102,chr12_67337260_132389367,chr1_17030134_22668805,chr1_149369522_149394958,chr15_22163893_32511475,chr5_69274433_96603723,chr5_96637773_180644810,chr15_32523241_32594902,chr15_53166_592121,chr22_37683612_37705310,chr16_68710277_68751390,chr11_89400624_134432265,chr17_403833_446414,chr6_32766023_91964331,chr19_3363749_20383210,chr16_28087_14817706,chr16_54390012_68679377,chr6_32732764_32738443,chr12_36739877_67332062,chr15_20307869_21982746,chr14_105602756_105630089,chr16_69763173_88690571,chr16_45058242_54336421,chr19_20422576_20493401,chr15_739595_18454050,chr22_22725750_24228038,chr17_77535412_78653545,chr23_3229_45135,chr15_18657388_18683110,chr16_15039224_33875313,chr11_5777496_7757329,chr20_8747_12478772,chr22_15433500_22665928,chr22_24263116_37678070,chr6_92035339_170943103,chr4_190887518_191165971,chr20_29306447_40052114,chr5_49619946_68850823,chr1_120313797_120737345,chr2_131945577_132196569,chr22_37717564_49509094,chr6_1535319_30010234,chr14_105654998_105839439,chr11_55225136_56294614,chr17_41983407_42049540,chr8_7040596_8132139,chr3_196908262_196937230,chr3_193476462_196656506,chr8_28208003_35676140,chr2_91057159_91321476",20,55,13,0.761905,0.642857,0,1.0,"3,6,9,11,20,22,28,30,33,34,42,56,58,59,69,82,84,85,86,88","Triple Neg,HER2+,HER2+,Triple Neg,Triple Neg,HR+,HER2+,HR+,HER2+,HR+,HR+,HER2+,Triple Neg,HR+,HR+,Triple Neg,HER2+,HER2+,HR+,Triple Neg","Triple Neg,HER2+,HER2+,Triple Neg,Triple Neg,Triple Neg,HER2+,HR+,HER2+,Triple Neg,Triple Neg,HER2+,Triple Neg,Triple Neg,HR+,Triple Neg,HER2+,HER2+,Triple Neg,Triple Neg","[[0.01, 0.11088, 0.87912], [0.97, 0.00948, 0.02052], [0.78, 0.07612, 0.14388], [0.016, 0.23616, 0.74784], [0.008, 0.363072, 0.628928], [0.0, 0.428, 0.572], [0.912, 0.053328, 0.034672], [0.0, 0.776, 0.224], [1.0, 0.0, 0.0], [0.0, 0.464, 0.536], [0.008, 0.462272, 0.529728], [0.956, 0.010824, 0.033176], [0.0, 0.242, 0.758], [0.0, 0.408, 0.592], [0.008, 0.6944, 0.2976], [0.0, 0.22, 0.78], [0.956, 0.01804, 0.02596], [1.0, 0.0, 0.0], [0.0, 0.366, 0.634], [0.0, 0.204, 0.796]]",2889.8
en_rf,50,3,1.0,0.25,0.625,0.75,0.880952,0.85,0.071492,"{""clf__max_features"": ""sqrt"", ""clf__min_samples_leaf"": 1, ""selector__C"": 0.16681, ""selector__l1_ratio"": 0.7, ""selector__top_k"": 20}",5,20,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr17_1703729_1713758,chr17_1542118_1560766","chr12_36739877_67332062,chr5_69274433_96603723,chr22_24263116_37678070,chr16_68838368_69397102,chr15_22163893_32511475,chr6_92035339_170943103,chr6_1535319_30010234,chr11_89400624_134432265,chr22_37717564_49509094,chr1_149369522_149394958,chr6_32732764_32738443,chr16_68710277_68751390,chr23_3229_45135,chr1_120313797_120737345,chr5_96637773_180644810,chr6_32766023_91964331,chr7_141259727_141549648,chr7_141214728_141245219,chr7_140213_38060725,chr7_141555761_141947816",20,54,14,0.783333,0.675,1,1.0,"0,4,12,18,21,35,40,41,44,45,46,49,50,52,54,75,92,93,97,99","HER2+,Triple Neg,HER2+,HR+,HER2+,HR+,HR+,Triple Neg,HR+,Triple Neg,HER2+,Triple Neg,HER2+,HR+,HR+,Triple Neg,Triple Neg,HR+,HR+,HER2+","HER2+,HR+,HER2+,HR+,HER2+,Triple Neg,HR+,HR+,HR+,HR+,HER2+,Triple Neg,HER2+,HR+,HR+,Triple Neg,Triple Neg,HR+,Triple Neg,HER2+","[[1.0, 0.0, 0.0], [0.0, 0.774, 0.226], [1.0, 0.0, 0.0], [0.0, 0.818, 0.182], [0.858, 0.12638, 0.01562], [0.0, 0.362, 0.638], [0.03, 0.52768, 0.44232], [0.03, 0.71586, 0.25414], [0.0, 0.634, 0.366], [0.002, 0.76846, 0.22954], [0.848, 0.024016, 0.127984], [0.0, 0.468, 0.532], [0.956, 0.017952, 0.026048], [0.0, 0.91, 0.09], [0.014, 0.885428, 0.100572], [0.03, 0.39964, 0.57036], [0.0, 0.038, 0.962], [0.0, 0.814, 0.186], [0.0, 0.174, 0.826], [1.0, 0.0, 0.0]]",2874.6
en_rf,50,4,1.0,0.25,1.0,1.0,1.0,0.71,0.071181,"{""clf__max_features"": ""sqrt"", ""clf__min_samples_leaf"": 5, ""selector__C"": 2.15443, ""selector__l1_ratio"": 0.9, ""selector__top_k"": 50}",5,50,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr17_35444422_40926154,chr8_166452_6907624","chr16_68838368_69397102,chr12_36739877_67332062,chr1_193480150_193527058,chr6_32732764_32738443,chr6_32766023_91964331,chr1_17030134_22668805,chr12_67337260_132389367,chr11_89400624_134432265,chr1_199087690_199111062,chr19_32545047_34430432,chr22_37683612_37705310,chr16_15039224_33875313,chr14_105602756_105630089,chr19_56816785_56859204,chr20_8747_12478772,chr1_149369522_149394958,chr15_53166_592121,chr19_3363749_20383210,chr16_14956177_14988855,chr16_68710277_68751390,chr16_28087_14817706,chr3_586636_75535753,chr10_115544_38563575,chr15_32523241_32594902,chr5_69274433_96603723,chr11_55200744_55207305,chr15_739595_18454050,chr23_3229_45135,chr3_196908262_196937230,chr14_22022060_73047267,chr15_22163893_32511475,chr3_75546791_75799957,chr5_96637773_180644810,chr23_92209094_152935130,chr17_2361350_18868037,chr23_1672003_1706462,chr1_3149648_3157982,chr22_15433500_22665928,chr19_20422576_20493401,chr12_9528590_9585156,chr19_239700_3342864,chr19_34467144_56795493,chr6_32605300_32629848,chr6_32634044_32728487,chr6_32586131_32600962,chr6_30021894_32519935,chr6_1535319_30010234,chr6_1436117_1512043,chr6_655129_1435871,chr6_204528_634345",20,54,14,1.0,1.0,0,1.0,"13,19,25,26,29,32,36,38,43,51,60,61,62,65,67,73,74,80,87,90","HER2+,HR+,HER2+,HER2+,HR+,HR+,Triple Neg,Triple Neg,Triple Neg,HR+,HER2+,HR+,Triple Neg,HER2+,HER2+,HR+,HR+,Triple Neg,Triple Neg,Triple Neg","HER2+,HR+,HER2+,HER2+,HR+,HR+,Triple Neg,Triple Neg,Triple Neg,HR+,HER2+,HR+,Triple Neg,HER2+,HER2+,HR+,HR+,Triple Neg,Triple Neg,Triple Neg","[[1.0, 0.0, 0.0], [0.01, 0.776358, 0.213642], [0.998, 0.001103, 0.000897], [0.998, 0.001222, 0.000778], [0.0, 0.621766, 0.378234], [0.0, 0.674744, 0.325256], [0.0, 0.409846, 0.590154], [0.0, 0.363886, 0.636114], [0.01, 0.461747, 0.528253], [0.0, 0.709862, 0.290138], [0.994, 0.003587, 0.002413], [0.0, 0.579697, 0.420303], [0.0, 0.376515, 0.623485], [1.0, 0.0, 0.0], [0.992, 0.004652, 0.003348], [0.0, 0.691514, 0.308486], [0.0, 0.696304, 0.303696], [0.0, 0.311181, 0.688819], [0.0, 0.453741, 0.546259], [0.0, 0.364046, 0.635954]]",2857.5
en_rf,50,5,1.0,0.3,0.714286,0.809524,0.92674,0.853333,0.093927,"{""clf__max_features"": ""sqrt"", ""clf__min_samples_leaf"": 1, ""selector__C"": 0.16681, ""selector__l1_ratio"": 0.9, ""selector__top_k"": 50}",5,50,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr17_1542118_1560766,chr8_16373516_28182114","chr16_68838368_69397102,chr12_36739877_67332062,chr6_30021894_32519935,chr12_67337260_132389367,chr16_28087_14817706,chr17_20569693_20596699,chr15_18657388_18683110,chr15_22163893_32511475,chr16_68710277_68751390,chr7_141259727_141549648,chr4_93240865_190844427,chr7_141214728_141245219,chr7_61474815_141189966,chr4_190887518_191165971,chr7_38065862_61275990,chr7_140213_38060725,chr6_92035339_170943103,chr6_32766023_91964331,chr6_32732764_32738443,chr6_32634044_32728487,chr4_191191940_191311992,chr6_32586131_32600962,chr5_75149_745859,chr6_1535319_30010234,chr6_1436117_1512043,chr5_763494_878290,chr5_916822_21966989,chr6_655129_1435871,chr6_204528_634345,chr6_5839_154410,chr5_96637773_180644810,chr5_69274433_96603723,chr5_49619946_68850823,chr5_32209048_45938397,chr5_21979223_32203336,chr6_32605300_32629848,chr9_42913008_110081531,chr9_110086022_110108926,chr9_110114139_138397892,chr10_115544_38563575,chr10_38596435_42057554,chr10_42150759_46371243,chr10_46396163_135395562,chr7_141965869_141978333,chr11_5742476_5762182,chr11_5777496_7757329,chr11_7762277_7797993,chr11_7803570_50337734,chr11_51244499_55118214,chr11_55124730_55194990",20,54,14,0.809524,0.714286,0,1.0,"1,7,10,14,15,16,17,23,27,31,47,48,55,63,64,72,77,78,91,94","HR+,HER2+,HR+,Triple Neg,Triple Neg,HR+,HER2+,HER2+,Triple Neg,HER2+,HER2+,Triple Neg,Triple Neg,HER2+,HR+,HR+,Triple Neg,HR+,HR+,Triple Neg","HR+,HER2+,HR+,HR+,HR+,HR+,HER2+,HER2+,Triple Neg,HER2+,HER2+,Triple Neg,Triple Neg,HER2+,HR+,Triple Neg,HR+,HR+,HR+,Triple Neg","[[0.0, 0.512, 0.488], [1.0, 0.0, 0.0], [0.002, 0.854288, 0.143712], [0.0, 0.648, 0.352], [0.016, 0.586464, 0.397536], [0.004, 0.699192, 0.296808], [0.904, 0.036672, 0.059328], [1.0, 0.0, 0.0], [0.016, 0.466416, 0.517584], [0.906, 0.068996, 0.025004], [1.0, 0.0, 0.0], [0.0, 0.258, 0.742], [0.026, 0.280512, 0.693488], [0.838, 0.044712, 0.117288], [0.01, 0.55242, 0.43758], [0.056, 0.468224, 0.475776], [0.0, 0.774, 0.226], [0.004, 0.888432, 0.107568], [0.0, 0.838, 0.162], [0.0, 0.212, 0.788]]",2898.8
en_rf,6,1,1.0,0.2,0.857143,0.904762,0.946581,0.783333,0.075277,"{""clf__max_features"": ""sqrt"", ""clf__min_samples_leaf"": 5, ""selector__C"": 2.15443, ""selector__l1_ratio"": 0.5, ""selector__top_k"": 20}",5,20,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr3_196908262_196937230,chr17_1703729_1713758","chr16_68838368_69397102,chr12_67337260_132389367,chr11_89400624_134432265,chr1_17030134_22668805,chr16_68710277_68751390,chr6_32732764_32738443,chr1_149369522_149394958,chr6_32766023_91964331,chr20_29306447_40052114,chr5_69274433_96603723,chr16_28087_14817706,chr22_15433500_22665928,chr12_36739877_67332062,chr16_15039224_33875313,chr14_105602756_105630089,chr6_32586131_32600962,chr19_8246_232080,chr8_35694285_39333915,chr17_41527705_41706870,chr19_20422576_20493401",20,55,13,0.904762,0.857143,0,1.0,"9,11,18,20,23,24,25,31,42,46,48,51,59,65,73,85,88,90,92,97","HER2+,Triple Neg,HR+,Triple Neg,HER2+,HR+,HER2+,HER2+,HR+,HER2+,Triple Neg,HR+,HR+,HER2+,HR+,HER2+,Triple Neg,Triple Neg,Triple Neg,HR+","HER2+,Triple Neg,HR+,Triple Neg,HER2+,HR+,HER2+,HER2+,HR+,HER2+,Triple Neg,HR+,Triple Neg,HER2+,HR+,HER2+,Triple Neg,Triple Neg,Triple Neg,Triple Neg","[[0.622, 0.20221, 0.17579], [0.0, 0.439588, 0.560412], [0.0, 0.680938, 0.319062], [0.0, 0.453179, 0.546821], [0.994, 0.001381, 0.004619], [0.0, 0.784528, 0.215472], [1.0, 0.0, 0.0], [0.998, 0.001314, 0.000686], [0.004, 0.721596, 0.274404], [0.622, 0.10526, 0.27274], [0.042, 0.444063, 0.513937], [0.0, 0.65926, 0.34074], [0.02, 0.448417, 0.531583], [0.998, 0.00065, 0.00135], [0.0, 0.664576, 0.335424], [0.642, 0.223029, 0.134971], [0.0, 0.427148, 0.572852], [0.0, 0.40223, 0.59777], [0.0, 0.326356, 0.673644], [0.0, 0.288189, 0.711811]]",2829.7
en_rf,6,2,0.961538,0.1,0.52381,0.634921,0.87851,0.84,0.084722,"{""clf__max_features"": ""sqrt"", ""clf__min_samples_leaf"": 5, ""selector__C"": 0.16681, ""selector__l1_ratio"": 0.7, ""selector__top_k"": 5}",5,5,"chr17_35076296_35282086,chr17_42161364_42873571,chr17_41011530_41494331,chr17_1542118_1560766,chr17_1890246_2286311","chr16_68838368_69397102,chr12_36739877_67332062,chr5_96637773_180644810,chr23_3229_45135,chr15_18657388_18683110",20,55,12,0.657143,0.557143,1,1.0,"0,1,4,15,16,19,32,33,50,54,58,62,63,64,71,78,79,81,95,99","HER2+,HR+,Triple Neg,Triple Neg,HR+,HR+,HR+,HER2+,HER2+,HR+,Triple Neg,Triple Neg,HER2+,HR+,HER2+,HR+,Triple Neg,Triple Neg,HER2+,HER2+","HER2+,Triple Neg,HR+,Triple Neg,HR+,HR+,HER2+,HER2+,HER2+,HR+,Triple Neg,HR+,HER2+,Triple Neg,HER2+,HR+,HR+,HR+,HER2+,HER2+","[[1.0, 0.0, 0.0], [0.0, 0.144462, 0.855538], [0.0, 0.895164, 0.104836], [0.0, 0.491165, 0.508835], [0.0, 0.706754, 0.293246], [0.002, 0.898562, 0.099438], [0.104, 0.529698, 0.366302], [1.0, 0.0, 0.0], [0.966, 0.004912, 0.029088], [0.076, 0.631984, 0.292016], [0.0, 0.284917, 0.715083], [0.06, 0.528623, 0.411377], [0.754, 0.147908, 0.098092], [0.0, 0.452295, 0.547705], [0.804, 0.175452, 0.020548], [0.002, 0.898562, 0.099438], [0.0, 0.595405, 0.404595], [0.0, 0.591181, 0.408819], [0.978, 0.006797, 0.015203], [1.0, 0.0, 0.0]]",2837.9
en_rf,6,3,1.0,0.25,0.479167,0.652778,0.806548,0.88,0.083931,"{""clf__max_features"": ""sqrt"", ""clf__min_samples_leaf"": 1, ""selector__C"": 0.599484, ""selector__l1_ratio"": 0.9, ""selector__top_k"": 50}",5,50,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr17_1542118_1560766,chr17_1890246_2286311","chr16_68838368_69397102,chr12_36739877_67332062,chr15_32523241_32594902,chr1_149369522_149394958,chr12_67337260_132389367,chr4_93240865_190844427,chr17_77535412_78653545,chr1_199087690_199111062,chr6_32732764_32738443,chr7_141965869_141978333,chr22_24263116_37678070,chr6_30021894_32519935,chr23_354639_385792,chr22_37717564_49509094,chr1_120313797_120737345,chr6_32766023_91964331,chr5_69274433_96603723,chr3_164112881_193467200,chr22_15433500_22665928,chr1_149604744_158365270,chr21_13334960_13435755,chr17_2361350_18868037,chr15_18657388_18683110,chr19_20422576_20493401,chr14_105602756_105630089,chr6_32634044_32728487,chr6_92035339_170943103,chr7_140213_38060725,chr7_38065862_61275990,chr7_141214728_141245219,chr6_32605300_32629848,chr6_32586131_32600962,chr6_1535319_30010234,chr6_1436117_1512043,chr6_655129_1435871,chr6_204528_634345,chr6_5839_154410,chr5_96637773_180644810,chr5_49619946_68850823,chr5_32209048_45938397,chr5_21979223_32203336,chr5_916822_21966989,chr5_763494_878290,chr7_61474815_141189966,chr11_55200744_55207305,chr11_55124730_55194990,chr11_51244499_55118214,chr11_7803570_50337734,chr11_7762277_7797993,chr11_5777496_7757329",20,54,14,0.652778,0.479167,0,1.0,"3,5,8,26,28,34,35,39,45,47,55,67,69,70,72,77,89,91,93,98","Triple Neg,HR+,Triple Neg,HER2+,HER2+,HR+,HR+,HER2+,Triple Neg,HER2+,Triple Neg,HER2+,HR+,HER2+,HR+,Triple Neg,Triple Neg,HR+,HR+,HR+","Triple Neg,HR+,HR+,HER2+,HER2+,Triple Neg,Triple Neg,HER2+,HR+,HER2+,HR+,HER2+,HR+,HER2+,Triple Neg,HR+,Triple Neg,HR+,HR+,HR+","[[0.006, 0.17892, 0.81508], [0.026, 0.777252, 0.196748], [0.0, 0.91, 0.09], [1.0, 0.0, 0.0], [0.918, 0.064452, 0.017548], [0.0, 0.47, 0.53], [0.0, 0.436, 0.564], [0.988, 0.00972, 0.00228], [0.004, 0.76692, 0.22908], [0.968, 0.02048, 0.01152], [0.02, 0.49588, 0.48412], [1.0, 0.0, 0.0], [0.0, 0.702, 0.298], [1.0, 0.0, 0.0], [0.032, 0.379456, 0.588544], [0.0, 0.856, 0.144], [0.004, 0.486048, 0.509952], [0.0, 0.926, 0.074], [0.0, 0.74, 0.26], [0.014, 0.603432, 0.382568]]",2833.0
en_rf,6,4,1.0,0.2,0.714286,0.809524,0.908425,0.73,0.106667,"{""clf__max_features"": ""sqrt"", ""clf__min_samples_leaf"": 1, ""selector__C"": 0.16681, ""selector__l1_ratio"": 0.5, ""selector__top_k"": 50}",5,50,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr17_1542118_1560766,chr8_166452_6907624","chr16_68838368_69397102,chr16_28087_14817706,chr15_22163893_32511475,chr12_36739877_67332062,chr5_69274433_96603723,chr17_2361350_18868037,chr19_3363749_20383210,chr16_69763173_88690571,chr15_53166_592121,chr22_37717564_49509094,chr22_37683612_37705310,chr15_32523241_32594902,chr16_68710277_68751390,chr11_55225136_56294614,chr5_96637773_180644810,chr23_3229_45135,chr6_32766023_91964331,chr12_67337260_132389367,chr14_105602756_105630089,chr6_32732764_32738443,chr4_70334625_74719357,chr17_403833_446414,chr19_20422576_20493401,chr1_149369522_149394958,chr17_984101_1003742,chr10_115544_38563575,chr7_38065862_61275990,chr7_140213_38060725,chr5_763494_878290,chr5_21979223_32203336,chr6_92035339_170943103,chr5_32209048_45938397,chr5_49619946_68850823,chr6_32634044_32728487,chr6_32605300_32629848,chr6_30021894_32519935,chr6_5839_154410,chr6_204528_634345,chr7_61474815_141189966,chr6_655129_1435871,chr6_1535319_30010234,chr6_1436117_1512043,chr6_32586131_32600962,chr11_51244499_55118214,chr11_7803570_50337734,chr11_7762277_7797993,chr11_5777496_7757329,chr11_5742476_5762182,chr11_182372_5733442,chr10_46396163_135395562",20,54,14,0.809524,0.714286,0,1.0,"7,10,12,21,22,27,29,38,41,49,53,56,57,61,66,74,82,84,86,94","HER2+,HR+,HER2+,HER2+,HR+,Triple Neg,HR+,Triple Neg,Triple Neg,Triple Neg,Triple Neg,HER2+,HER2+,HR+,HR+,HR+,Triple Neg,HER2+,HR+,Triple Neg","HER2+,HR+,HER2+,HER2+,Triple Neg,HR+,HR+,Triple Neg,HR+,Triple Neg,Triple Neg,HER2+,HER2+,HR+,HR+,HR+,Triple Neg,HER2+,Triple Neg,Triple Neg","[[1.0, 0.0, 0.0], [0.002, 0.902192, 0.095808], [1.0, 0.0, 0.0], [0.984, 0.01376, 0.00224], [0.0, 0.26, 0.74], [0.042, 0.56522, 0.39278], [0.0, 0.562, 0.438], [0.0, 0.342, 0.658], [0.004, 0.733056, 0.262944], [0.0, 0.48, 0.52], [0.134, 0.261532, 0.604468], [0.778, 0.06216, 0.15984], [1.0, 0.0, 0.0], [0.0, 0.716, 0.284], [0.0, 0.838, 0.162], [0.0, 0.94, 0.06], [0.0, 0.152, 0.848], [0.978, 0.008404, 0.013596], [0.0, 0.372, 0.628], [0.0, 0.362, 0.638]]",2859.2
en_rf,6,5,1.0,0.25,0.714286,0.809524,0.912088,0.773333,0.097525,"{""clf__max_features"": ""sqrt"", ""clf__min_samples_leaf"": 5, ""selector__C"": 0.16681, ""selector__l1_ratio"": 0.7, ""selector__top_k"": 50}",5,50,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr17_35444422_40926154,chr8_16373516_28182114","chr15_22163893_32511475,chr22_24263116_37678070,chr12_36739877_67332062,chr6_1535319_30010234,chr16_68838368_69397102,chr11_89400624_134432265,chr15_18657388_18683110,chr5_96637773_180644810,chr16_28087_14817706,chr4_190887518_191165971,chr22_37717564_49509094,chr6_32732764_32738443,chr21_13334960_13435755,chr6_30021894_32519935,chr3_164112881_193467200,chr6_92035339_170943103,chr7_140213_38060725,chr6_32766023_91964331,chr7_61474815_141189966,chr5_75149_745859,chr7_141214728_141245219,chr7_141259727_141549648,chr4_191191940_191311992,chr7_141555761_141947816,chr7_141965869_141978333,chr7_38065862_61275990,chr5_763494_878290,chr5_916822_21966989,chr6_32605300_32629848,chr6_32586131_32600962,chr5_21979223_32203336,chr5_32209048_45938397,chr6_1436117_1512043,chr6_655129_1435871,chr6_204528_634345,chr6_5839_154410,chr5_49619946_68850823,chr5_69274433_96603723,chr6_32634044_32728487,chr11_56304321_58626432,chr11_55225136_56294614,chr11_55200744_55207305,chr11_55124730_55194990,chr11_51244499_55118214,chr11_7803570_50337734,chr11_7762277_7797993,chr11_5777496_7757329,chr11_5742476_5762182,chr11_182372_5733442,chr10_46396163_135395562",20,54,14,0.857143,0.785714,1,1.0,"2,6,13,14,17,30,36,37,40,43,44,52,60,68,75,76,80,83,87,96","HR+,HER2+,HER2+,Triple Neg,HER2+,HR+,Triple Neg,Triple Neg,HR+,Triple Neg,HR+,HR+,HER2+,HER2+,Triple Neg,HER2+,Triple Neg,HR+,Triple Neg,HR+","Triple Neg,HER2+,HER2+,HR+,HER2+,HR+,HR+,HR+,HR+,Triple Neg,HR+,HR+,HER2+,HER2+,Triple Neg,HER2+,Triple Neg,HR+,Triple Neg,HR+","[[0.004, 0.468025, 0.527975], [0.896, 0.043312, 0.060688], [1.0, 0.0, 0.0], [0.0, 0.535272, 0.464728], [0.93, 0.032022, 0.037978], [0.0, 0.532729, 0.467271], [0.0, 0.553938, 0.446062], [0.0, 0.728685, 0.271315], [0.0, 0.535918, 0.464082], [0.004, 0.276969, 0.719031], [0.0, 0.692037, 0.307963], [0.0, 0.78438, 0.21562], [0.992, 0.005808, 0.002192], [1.0, 0.0, 0.0], [0.0, 0.413347, 0.586653], [0.992, 0.004603, 0.003397], [0.0, 0.215497, 0.784503], [0.0, 0.589786, 0.410214], [0.0, 0.474672, 0.525328], [0.0, 0.575234, 0.424766]]",2807.9
en_rf,7,1,1.0,0.2,0.857143,0.904762,0.931319,0.746667,0.115181,"{""clf__max_features"": ""sqrt"", ""clf__min_samples_leaf"": 1, ""selector__C"": 100.0, ""selector__l1_ratio"": 0.7, ""selector__top_k"": 50}",5,50,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr8_166452_6907624,chr17_1542118_1560766","chr22_37683612_37705310,chr16_14956177_14988855,chr12_9528590_9585156,chr1_199087690_199111062,chr17_77442683_77503685,chr16_68838368_69397102,chr1_149369522_149394958,chr19_56816785_56859204,chr15_32523241_32594902,chr7_143321677_143391065,chr16_68710277_68751390,chr15_53166_592121,chr22_15433500_22665928,chr15_18657388_18683110,chr23_3229_45135,chr6_32766023_91964331,chr4_93240865_190844427,chr1_149579637_149598429,chr1_193480150_193527058,chr20_8747_12478772,chr15_739595_18454050,chr12_36739877_67332062,chr15_22163893_32511475,chr20_29306447_40052114,chr14_22022060_73047267,chr14_105602756_105630089,chr22_37717564_49509094,chr14_105857193_105881279,chr11_89400624_134432265,chr22_24263116_37678070,chr1_17030134_22668805,chr16_54390012_68679377,chr15_20307869_21982746,chr1_244693374_245014643,chr5_96637773_180644810,chr17_77535412_78653545,chr12_67337260_132389367,chr19_232836_236846,chr16_28087_14817706,chr6_32732764_32738443,chr16_69763173_88690571,chr20_40075620_62379059,chr1_2870100_2901629,chr16_45058242_54336421,chr4_190887518_191165971,chr11_70519863_70552702,chr6_32586131_32600962,chr17_403833_446414,chr16_69417987_69744010,chr1_72489681_72620747",20,55,13,0.944444,0.916667,1,1.0,"0,2,7,13,24,46,49,50,58,61,73,76,79,82,86,89,91,92,95,98","HER2+,HR+,HER2+,HER2+,HR+,HER2+,Triple Neg,HER2+,Triple Neg,HR+,HR+,HER2+,Triple Neg,Triple Neg,HR+,Triple Neg,HR+,Triple Neg,HER2+,HR+","HER2+,Triple Neg,HER2+,HER2+,HR+,HER2+,Triple Neg,HER2+,Triple Neg,HR+,HR+,HER2+,Triple Neg,Triple Neg,Triple Neg,Triple Neg,HR+,Triple Neg,HER2+,HR+","[[1.0, 0.0, 0.0], [0.004, 0.280872, 0.715128], [1.0, 0.0, 0.0], [1.0, 0.0, 0.0], [0.0, 0.932, 0.068], [1.0, 0.0, 0.0], [0.0, 0.432, 0.568], [0.98, 0.0124, 0.0076], [0.0, 0.396, 0.604], [0.0, 0.814, 0.186], [0.0, 0.874, 0.126], [0.984, 0.00576, 0.01024], [0.0, 0.37, 0.63], [0.0, 0.306, 0.694], [0.0, 0.372, 0.628], [0.004, 0.47808, 0.51792], [0.0, 0.578, 0.422], [0.0, 0.292, 0.708], [0.938, 0.04216, 0.01984], [0.018, 0.748284, 0.233716]]",2832.1
