pipeline,repeat,outer_fold,stage1_bal_acc,stage2_bal_acc,balanced_accuracy,auroc_macro,best_inner_score,stage2_best_inner_std,best_params,stage1_n_features,n_features_selected,stage1_features,selected_features,n_test,n_train_s2,n_routed_to_s2,test_indices,y_true,y_pred,proba_combined,fold_seconds
en_rf,14,4,1.0,0.714286,0.809524,0.948718,0.81,0.128062,"{""clf__max_features"": ""sqrt"", ""clf__min_samples_leaf"": 5, ""selector__C"": 0.16681, ""selector__l1_ratio"": 0.5, ""selector__top_k"": 50}",5,50,"chr17_35076296_35282086,chr17_42161364_42873571,chr17_41011530_41494331,chr17_1542118_1560766,chr17_1718892_1845756","chr16_68838368_69397102,chr12_36739877_67332062,chr15_22163893_32511475,chr5_96637773_180644810,chr12_67337260_132389367,chr11_89400624_134432265,chr3_586636_75535753,chr3_196908262_196937230,chr22_24263116_37678070,chr15_18657388_18683110,chr15_739595_18454050,chr23_3229_45135,chr17_403833_446414,chr16_68710277_68751390,chr1_149369522_149394958,chr6_32766023_91964331,chr22_15433500_22665928,chr16_15039224_33875313,chr16_28087_14817706,chr6_32634044_32728487,chr6_92035339_170943103,chr7_140213_38060725,chr5_75149_745859,chr7_38065862_61275990,chr7_61474815_141189966,chr7_141214728_141245219,chr6_32732764_32738443,chr5_763494_878290,chr5_916822_21966989,chr6_32586131_32600962,chr5_21979223_32203336,chr5_32209048_45938397,chr5_49619946_68850823,chr5_69274433_96603723,chr6_30021894_32519935,chr6_1535319_30010234,chr6_1436117_1512043,chr6_655129_1435871,chr6_204528_634345,chr6_5839_154410,chr6_32605300_32629848,chr11_55124730_55194990,chr11_51244499_55118214,chr11_7803570_50337734,chr11_7762277_7797993,chr11_5777496_7757329,chr11_5742476_5762182,chr11_182372_5733442,chr10_46396163_135395562,chr10_42150759_46371243",20,54,14,"1,4,15,23,34,37,42,43,46,47,52,71,73,78,80,81,84,88,91,95","HR+,Triple Neg,Triple Neg,HER2+,HR+,Triple Neg,HR+,Triple Neg,HER2+,HER2+,HR+,HER2+,HR+,HR+,Triple Neg,Triple Neg,HER2+,Triple Neg,HR+,HER2+","Triple Neg,HR+,Triple Neg,HER2+,HR+,HR+,HR+,Triple Neg,HER2+,HER2+,HR+,HER2+,HR+,HR+,Triple Neg,HR+,HER2+,Triple Neg,HR+,HER2+","[[0.004, 0.392238, 0.603762], [0.0, 0.613534, 0.386466], [0.058, 0.409887, 0.532113], [1.0, 0.0, 0.0], [0.0, 0.517524, 0.482476], [0.0, 0.554242, 0.445758], [0.002, 0.590244, 0.407756], [0.004, 0.320119, 0.675881], [1.0, 0.0, 0.0], [0.922, 0.046062, 0.031938], [0.0, 0.716293, 0.283707], [0.872, 0.095422, 0.032578], [0.0, 0.743233, 0.256767], [0.0, 0.70778, 0.29222], [0.0, 0.325977, 0.674023], [0.0, 0.512625, 0.487375], [0.984, 0.008318, 0.007682], [0.004, 0.253769, 0.742231], [0.0, 0.725636, 0.274364], [0.922, 0.047471, 0.030529]]",2855.7
en_rf,14,5,1.0,0.5,0.666667,0.893773,0.903333,0.063596,"{""clf__max_features"": 0.3, ""clf__min_samples_leaf"": 1, ""selector__C"": 0.0129155, ""selector__l1_ratio"": 0.1, ""selector__top_k"": 20}",5,20,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr17_35444422_40926154,chr17_1542118_1560766","chr15_22163893_32511475,chr15_32523241_32594902,chr5_96637773_180644810,chr22_24263116_37678070,chr15_18657388_18683110,chr12_36739877_67332062,chr16_68838368_69397102,chr15_739595_18454050,chr11_89400624_134432265,chr15_20307869_21982746,chr7_141965869_141978333,chr22_37717564_49509094,chr12_67337260_132389367,chr22_22725750_24228038,chr16_68710277_68751390,chr20_8747_12478772,chr6_92035339_170943103,chr4_191191940_191311992,chr5_75149_745859,chr5_763494_878290",20,54,14,"2,6,7,8,13,18,19,20,31,32,49,51,53,57,58,67,77,86,89,96","HR+,HER2+,HER2+,Triple Neg,HER2+,HR+,HR+,Triple Neg,HER2+,HR+,Triple Neg,HR+,Triple Neg,HER2+,Triple Neg,HER2+,Triple Neg,HR+,Triple Neg,HR+","Triple Neg,HER2+,HER2+,HR+,HER2+,HR+,HR+,HR+,HER2+,HR+,HR+,HR+,Triple Neg,HER2+,Triple Neg,HER2+,HR+,Triple Neg,HR+,HR+","[[0.014, 0.232696, 0.753304], [0.894, 0.0636, 0.0424], [1.0, 0.0, 0.0], [0.0, 0.938, 0.062], [1.0, 0.0, 0.0], [0.0, 0.986, 0.014], [0.014, 0.944588, 0.041412], [0.002, 0.560876, 0.437124], [0.988, 0.009888, 0.002112], [0.008, 0.58528, 0.40672], [0.0, 0.718, 0.282], [0.0, 0.95, 0.05], [0.144, 0.249952, 0.606048], [1.0, 0.0, 0.0], [0.0, 0.12, 0.88], [0.996, 0.002424, 0.001576], [0.0, 0.926, 0.074], [0.0, 0.264, 0.736], [0.01, 0.5346, 0.4554], [0.0, 0.98, 0.02]]",2865.9
en_rf,15,1,1.0,0.833333,0.888889,0.908425,0.753333,0.139603,"{""clf__max_features"": ""sqrt"", ""clf__min_samples_leaf"": 1, ""selector__C"": 0.0464159, ""selector__l1_ratio"": 0.3, ""selector__top_k"": 50}",5,50,"chr17_35076296_35282086,chr17_42161364_42873571,chr17_41011530_41494331,chr17_1703729_1713758,chr17_1542118_1560766","chr16_68838368_69397102,chr12_36739877_67332062,chr12_67337260_132389367,chr16_28087_14817706,chr15_22163893_32511475,chr5_96637773_180644810,chr6_32766023_91964331,chr6_30021894_32519935,chr22_24263116_37678070,chr4_190887518_191165971,chr15_32523241_32594902,chr2_91057159_91321476,chr17_77535412_78653545,chr6_32732764_32738443,chr11_89400624_134432265,chr22_37717564_49509094,chr19_20422576_20493401,chr1_149369522_149394958,chr7_141214728_141245219,chr4_191191940_191311992,chr5_75149_745859,chr7_61474815_141189966,chr5_763494_878290,chr7_38065862_61275990,chr7_140213_38060725,chr6_92035339_170943103,chr5_916822_21966989,chr5_21979223_32203336,chr6_32634044_32728487,chr6_32605300_32629848,chr6_32586131_32600962,chr5_32209048_45938397,chr5_49619946_68850823,chr5_69274433_96603723,chr6_1535319_30010234,chr6_1436117_1512043,chr6_655129_1435871,chr6_204528_634345,chr6_5839_154410,chr7_141259727_141549648,chr11_55225136_56294614,chr11_55200744_55207305,chr11_55124730_55194990,chr11_51244499_55118214,chr11_7803570_50337734,chr11_7762277_7797993,chr11_5777496_7757329,chr11_5742476_5762182,chr11_182372_5733442,chr10_46396163_135395562",20,55,13,"8,21,23,26,28,30,46,55,62,66,69,71,73,77,78,80,83,84,90,98","Triple Neg,HER2+,HER2+,HER2+,HER2+,HR+,HER2+,Triple Neg,Triple Neg,HR+,HR+,HER2+,HR+,Triple Neg,HR+,Triple Neg,HR+,HER2+,Triple Neg,HR+","HR+,HER2+,HER2+,HER2+,HER2+,HR+,HER2+,Triple Neg,Triple Neg,HR+,HR+,HER2+,HR+,HR+,HR+,Triple Neg,HR+,HER2+,Triple Neg,HR+","[[0.0, 0.91, 0.09], [0.862, 0.120612, 0.017388], [0.998, 0.001132, 0.000868], [0.998, 0.001476, 0.000524], [0.944, 0.043792, 0.012208], [0.0, 0.666, 0.334], [0.856, 0.075168, 0.068832], [0.012, 0.456456, 0.531544], [0.096, 0.184416, 0.719584], [0.0, 0.808, 0.192], [0.004, 0.579672, 0.416328], [0.92, 0.06864, 0.01136], [0.0, 0.748, 0.252], [0.0, 0.882, 0.118], [0.0, 0.94, 0.06], [0.0, 0.086, 0.914], [0.096, 0.57856, 0.32544], [0.986, 0.004676, 0.009324], [0.0, 0.318, 0.682], [0.0, 0.578, 0.422]]",2844.1
en_rf,15,2,1.0,0.833333,0.888889,0.954212,0.76,0.095801,"{""clf__max_features"": 0.3, ""clf__min_samples_leaf"": 1, ""selector__C"": 0.0129155, ""selector__l1_ratio"": 0.1, ""selector__top_k"": 20}",5,20,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr8_63810_90816,chr8_166452_6907624","chr16_68838368_69397102,chr15_18657388_18683110,chr5_96637773_180644810,chr5_69274433_96603723,chr12_36739877_67332062,chr15_22163893_32511475,chr16_68710277_68751390,chr22_37717564_49509094,chr22_24263116_37678070,chr12_67337260_132389367,chr11_89400624_134432265,chr15_20307869_21982746,chr16_28087_14817706,chr15_18722595_20060061,chr6_92035339_170943103,chr7_140213_38060725,chr6_32766023_91964331,chr7_38065862_61275990,chr7_61474815_141189966,chr7_141214728_141245219",20,55,13,"4,14,18,24,34,39,43,44,49,50,54,57,58,68,70,72,74,79,85,99","Triple Neg,Triple Neg,HR+,HR+,HR+,HER2+,Triple Neg,HR+,Triple Neg,HER2+,HR+,HER2+,Triple Neg,HER2+,HER2+,HR+,HR+,Triple Neg,HER2+,HER2+","HR+,Triple Neg,HR+,HR+,HR+,HER2+,Triple Neg,HR+,HR+,HER2+,HR+,HER2+,Triple Neg,HER2+,HER2+,HR+,HR+,Triple Neg,HER2+,HER2+","[[0.0, 0.916, 0.084], [0.0, 0.18, 0.82], [0.0, 0.878, 0.122], [0.0, 0.988, 0.012], [0.008, 0.553536, 0.438464], [0.868, 0.053856, 0.078144], [0.0, 0.142, 0.858], [0.0, 0.636, 0.364], [0.0, 0.608, 0.392], [0.948, 0.025688, 0.026312], [0.0, 0.986, 0.014], [1.0, 0.0, 0.0], [0.0, 0.236, 0.764], [1.0, 0.0, 0.0], [1.0, 0.0, 0.0], [0.0, 0.52, 0.48], [0.0, 0.936, 0.064], [0.0, 0.396, 0.604], [0.9, 0.068, 0.032], [1.0, 0.0, 0.0]]",2876.0
en_rf,15,3,1.0,0.708333,0.805556,0.933532,0.756667,0.067987,"{""clf__max_features"": ""sqrt"", ""clf__min_samples_leaf"": 1, ""selector__C"": 0.599484, ""selector__l1_ratio"": 0.7, ""selector__top_k"": 5}",5,5,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr17_1542118_1560766,chr17_35444422_40926154","chr12_36739877_67332062,chr16_68838368_69397102,chr6_32766023_91964331,chr5_69274433_96603723,chr12_67337260_132389367",20,54,14,"3,5,9,11,12,13,15,17,20,32,35,40,51,52,60,61,63,81,82,93","Triple Neg,HR+,HER2+,Triple Neg,HER2+,HER2+,Triple Neg,HER2+,Triple Neg,HR+,HR+,HR+,HR+,HR+,HER2+,HR+,HER2+,Triple Neg,Triple Neg,HR+","Triple Neg,Triple Neg,HER2+,HR+,HER2+,HER2+,HR+,HER2+,Triple Neg,Triple Neg,HR+,HR+,HR+,HR+,HER2+,HR+,HER2+,Triple Neg,Triple Neg,HR+","[[0.0, 0.051841, 0.948159], [0.004, 0.4808, 0.5152], [0.984, 0.009216, 0.006784], [0.0, 0.549226, 0.450774], [1.0, 0.0, 0.0], [1.0, 0.0, 0.0], [0.0, 0.838, 0.162], [1.0, 0.0, 0.0], [0.008, 0.009248, 0.982752], [0.004, 0.00389, 0.99211], [0.0, 0.91, 0.09], [0.008, 0.571392, 0.420608], [0.0, 0.998, 0.002], [0.0, 1.0, 0.0], [0.94, 0.05988, 0.00012], [0.0, 0.990382, 0.009618], [0.76, 0.000937, 0.239063], [0.0, 0.003906, 0.996094], [0.0, 0.002, 0.998], [0.0, 0.998, 0.002]]",2872.6
en_rf,15,4,1.0,0.5,0.666667,0.791209,0.846667,0.077028,"{""clf__max_features"": 0.3, ""clf__min_samples_leaf"": 1, ""selector__C"": 0.0464159, ""selector__l1_ratio"": 0.5, ""selector__top_k"": 50}",5,50,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_1542118_1560766,chr17_1890246_2286311,chr17_42161364_42873571","chr22_24263116_37678070,chr6_1535319_30010234,chr16_69763173_88690571,chr22_37717564_49509094,chr11_5777496_7757329,chr6_32605300_32629848,chr6_32634044_32728487,chr6_32732764_32738443,chr6_32766023_91964331,chr6_32586131_32600962,chr7_140213_38060725,chr7_38065862_61275990,chr7_61474815_141189966,chr7_141214728_141245219,chr7_141259727_141549648,chr7_141555761_141947816,chr7_141965869_141978333,chr7_141989305_143302267,chr6_92035339_170943103,chr4_93240865_190844427,chr4_190887518_191165971,chr4_191191940_191311992,chr5_75149_745859,chr5_763494_878290,chr5_916822_21966989,chr5_21979223_32203336,chr6_30021894_32519935,chr5_49619946_68850823,chr5_69274433_96603723,chr5_96637773_180644810,chr6_5839_154410,chr6_204528_634345,chr6_655129_1435871,chr6_1436117_1512043,chr7_143321677_143391065,chr5_32209048_45938397,chr11_68972488_70505018,chr11_68740184_68943548,chr11_58634869_68684682,chr11_56304321_58626432,chr11_55225136_56294614,chr11_55200744_55207305,chr11_55124730_55194990,chr11_51244499_55118214,chr11_7803570_50337734,chr11_7762277_7797993,chr11_5742476_5762182,chr11_182372_5733442,chr10_46396163_135395562,chr10_42150759_46371243",20,54,14,"6,7,16,27,29,33,38,41,45,59,64,65,75,76,86,88,89,91,95,96","HER2+,HER2+,HR+,Triple Neg,HR+,HER2+,Triple Neg,Triple Neg,Triple Neg,HR+,HR+,HER2+,Triple Neg,HER2+,HR+,Triple Neg,Triple Neg,HR+,HER2+,HR+","HER2+,HER2+,HR+,HR+,HR+,HER2+,Triple Neg,HR+,HR+,Triple Neg,HR+,HER2+,HR+,HER2+,Triple Neg,Triple Neg,Triple Neg,HR+,HER2+,Triple Neg","[[0.934, 0.017424, 0.048576], [1.0, 0.0, 0.0], [0.0, 0.596, 0.404], [0.022, 0.719808, 0.258192], [0.0, 0.638, 0.362], [1.0, 0.0, 0.0], [0.0, 0.308, 0.692], [0.004, 0.950184, 0.045816], [0.0, 0.844, 0.156], [0.0, 0.24, 0.76], [0.0, 0.664, 0.336], [1.0, 0.0, 0.0], [0.004, 0.683256, 0.312744], [0.994, 0.003264, 0.002736], [0.0, 0.466, 0.534], [0.0, 0.174, 0.826], [0.0, 0.326, 0.674], [0.0, 0.76, 0.24], [0.934, 0.056232, 0.009768], [0.0, 0.492, 0.508]]",2804.2
en_rf,15,5,1.0,0.642857,0.761905,0.893773,0.776667,0.051208,"{""clf__max_features"": 0.3, ""clf__min_samples_leaf"": 1, ""selector__C"": 2.15443, ""selector__l1_ratio"": 0.1, ""selector__top_k"": 50}",5,50,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr8_166452_6907624,chr8_63810_90816","chr1_149369522_149394958,chr16_68838368_69397102,chr5_96637773_180644810,chr16_68710277_68751390,chr22_15433500_22665928,chr6_32766023_91964331,chr15_53166_592121,chr12_36739877_67332062,chr6_32732764_32738443,chr3_196908262_196937230,chr16_28087_14817706,chr16_15039224_33875313,chr22_37683612_37705310,chr15_18657388_18683110,chr15_22163893_32511475,chr23_3229_45135,chr3_75546791_75799957,chr15_739595_18454050,chr17_60204302_60347930,chr5_69274433_96603723,chr1_193480150_193527058,chr15_32523241_32594902,chr1_16551324_16997273,chr7_143321677_143391065,chr22_22725750_24228038,chr1_2870100_2901629,chr1_149579637_149598429,chr1_109987805_120232261,chr12_67337260_132389367,chr11_89400624_134432265,chr10_115544_38563575,chr22_37717564_49509094,chr23_52844235_66511655,chr17_403833_446414,chr17_35286565_35427554,chr22_24263116_37678070,chr1_17030134_22668805,chr14_22022060_73047267,chr16_14956177_14988855,chr4_70334625_74719357,chr3_193476462_196656506,chr17_35076296_35282086,chr19_32545047_34430432,chr1_1676445_1703748,chr6_30021894_32519935,chr18_4316_76110964,chr3_196947293_199383479,chr15_20307869_21982746,chr2_131945577_132196569,chr17_77442683_77503685",20,54,14,"0,1,2,10,19,22,25,31,36,37,42,47,48,53,56,67,87,92,94,97","HER2+,HR+,HR+,HR+,HR+,HR+,HER2+,HER2+,Triple Neg,Triple Neg,HR+,HER2+,Triple Neg,Triple Neg,HER2+,HER2+,Triple Neg,Triple Neg,Triple Neg,HR+","HER2+,Triple Neg,Triple Neg,HR+,HR+,HR+,HER2+,HER2+,Triple Neg,HR+,Triple Neg,HER2+,Triple Neg,Triple Neg,HER2+,HER2+,HR+,Triple Neg,Triple Neg,HR+","[[0.992, 0.003904, 0.004096], [0.0, 0.45, 0.55], [0.0, 0.228, 0.772], [0.0, 0.934, 0.066], [0.0, 0.88, 0.12], [0.0, 0.512, 0.488], [0.992, 0.004992, 0.003008], [0.776, 0.163968, 0.060032], [0.0, 0.43, 0.57], [0.0, 0.67, 0.33], [0.0, 0.342, 0.658], [1.0, 0.0, 0.0], [0.0, 0.294, 0.706], [0.106, 0.282504, 0.611496], [0.706, 0.125832, 0.168168], [1.0, 0.0, 0.0], [0.0, 0.514, 0.486], [0.0, 0.132, 0.868], [0.0, 0.3, 0.7], [0.0, 0.636, 0.364]]",2838.5
en_rf,16,1,1.0,0.761905,0.84127,0.96917,0.683333,0.088819,"{""clf__max_features"": ""sqrt"", ""clf__min_samples_leaf"": 1, ""selector__C"": 2.15443, ""selector__l1_ratio"": 0.9, ""selector__top_k"": 50}",5,50,"chr17_35076296_35282086,chr17_42161364_42873571,chr17_41011530_41494331,chr17_1542118_1560766,chr17_984101_1003742","chr15_32523241_32594902,chr16_28087_14817706,chr16_68838368_69397102,chr1_149369522_149394958,chr1_199087690_199111062,chr22_37683612_37705310,chr16_14956177_14988855,chr23_90837054_91203848,chr12_36739877_67332062,chr15_739595_18454050,chr15_18657388_18683110,chr22_15433500_22665928,chr23_3229_45135,chr16_68710277_68751390,chr14_105602756_105630089,chr16_15039224_33875313,chr21_13334960_13435755,chr12_67337260_132389367,chr15_22163893_32511475,chr6_32732764_32738443,chr19_56816785_56859204,chr17_43036086_60196060,chr1_22674759_25318800,chr11_89400624_134432265,chr12_9528590_9585156,chr6_32766023_91964331,chr5_49619946_68850823,chr1_3149648_3157982,chr17_77442683_77503685,chr22_37717564_49509094,chr14_105654998_105839439,chr1_149579637_149598429,chr17_2361350_18868037,chr15_53166_592121,chr1_244693374_245014643,chr17_1562322_1703117,chr17_1008443_1536140,chr17_465054_974692,chr6_1535319_30010234,chr6_1436117_1512043,chr6_655129_1435871,chr6_204528_634345,chr5_21979223_32203336,chr6_5839_154410,chr5_32209048_45938397,chr6_32634044_32728487,chr5_96637773_180644810,chr6_32605300_32629848,chr6_32586131_32600962,chr5_69274433_96603723",20,55,13,"2,5,9,16,19,25,29,34,36,47,48,53,54,62,67,71,76,82,84,89","HR+,HR+,HER2+,HR+,HR+,HER2+,HR+,HR+,Triple Neg,HER2+,Triple Neg,Triple Neg,HR+,Triple Neg,HER2+,HER2+,HER2+,Triple Neg,HER2+,Triple Neg","Triple Neg,HR+,HER2+,HR+,HR+,HER2+,HR+,HR+,Triple Neg,HER2+,Triple Neg,HR+,HR+,Triple Neg,HER2+,HER2+,HER2+,Triple Neg,HER2+,HR+","[[0.006, 0.3976, 0.5964], [0.138, 0.610296, 0.251704], [0.86, 0.07868, 0.06132], [0.0, 0.874, 0.126], [0.006, 0.819056, 0.174944], [1.0, 0.0, 0.0], [0.0, 0.808, 0.192], [0.0, 0.586, 0.414], [0.138, 0.386176, 0.475824], [0.994, 0.003636, 0.002364], [0.004, 0.404376, 0.591624], [0.102, 0.465164, 0.432836], [0.064, 0.724464, 0.211536], [0.196, 0.231552, 0.572448], [1.0, 0.0, 0.0], [0.952, 0.039168, 0.008832], [0.966, 0.014892, 0.019108], [0.0, 0.248, 0.752], [0.966, 0.01122, 0.02278], [0.006, 0.538748, 0.455252]]",2809.6
en_rf,16,2,1.0,0.845238,0.896825,0.973443,0.77,0.101871,"{""clf__max_features"": ""sqrt"", ""clf__min_samples_leaf"": 1, ""selector__C"": 0.16681, ""selector__l1_ratio"": 0.5, ""selector__top_k"": 10}",5,10,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr17_1542118_1560766,chr3_196908262_196937230","chr12_36739877_67332062,chr11_89400624_134432265,chr16_68838368_69397102,chr6_32766023_91964331,chr16_15039224_33875313,chr12_67337260_132389367,chr3_164112881_193467200,chr5_96637773_180644810,chr15_22163893_32511475,chr1_199087690_199111062",20,55,13,"6,7,10,17,18,20,23,30,33,37,43,50,51,52,55,58,78,80,83,99","HER2+,HER2+,HR+,HER2+,HR+,Triple Neg,HER2+,HR+,HER2+,Triple Neg,Triple Neg,HER2+,HR+,HR+,Triple Neg,Triple Neg,HR+,Triple Neg,HR+,HER2+","HER2+,HER2+,HR+,HER2+,HR+,Triple Neg,HER2+,HR+,HER2+,HR+,Triple Neg,HER2+,HR+,HR+,Triple Neg,Triple Neg,HR+,Triple Neg,Triple Neg,HER2+","[[0.99, 0.00372, 0.00628], [1.0, 0.0, 0.0], [0.012, 0.962312, 0.025688], [1.0, 0.0, 0.0], [0.0, 0.928, 0.072], [0.01, 0.4554, 0.5346], [1.0, 0.0, 0.0], [0.0, 0.922, 0.078], [1.0, 0.0, 0.0], [0.018, 0.5401, 0.4419], [0.0, 0.424, 0.576], [0.938, 0.047988, 0.014012], [0.0, 0.68, 0.32], [0.0, 0.9, 0.1], [0.022, 0.438144, 0.539856], [0.0, 0.316, 0.684], [0.01, 0.81378, 0.17622], [0.0, 0.362, 0.638], [0.024, 0.415776, 0.560224], [1.0, 0.0, 0.0]]",2821.3
en_rf,16,3,1.0,0.645833,0.763889,0.888393,0.796667,0.123108,"{""clf__max_features"": ""sqrt"", ""clf__min_samples_leaf"": 1, ""selector__C"": 2.15443, ""selector__l1_ratio"": 0.5, ""selector__top_k"": 20}",5,20,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr8_166452_6907624,chr17_1542118_1560766","chr14_105602756_105630089,chr16_68838368_69397102,chr12_36739877_67332062,chr23_3229_45135,chr6_32766023_91964331,chr6_32732764_32738443,chr17_41983407_42049540,chr16_68710277_68751390,chr16_14956177_14988855,chr17_77535412_78653545,chr11_89400624_134432265,chr1_17030134_22668805,chr16_28087_14817706,chr6_30021894_32519935,chr15_18722595_20060061,chr15_32523241_32594902,chr16_54390012_68679377,chr5_96637773_180644810,chr10_115544_38563575,chr15_18657388_18683110",20,54,14,"1,12,21,31,38,41,44,49,60,64,65,66,74,77,79,90,93,95,96,98","HR+,HER2+,HER2+,HER2+,Triple Neg,Triple Neg,HR+,Triple Neg,HER2+,HR+,HER2+,HR+,HR+,Triple Neg,Triple Neg,Triple Neg,HR+,HER2+,HR+,HR+","Triple Neg,HER2+,HER2+,HER2+,Triple Neg,HR+,HR+,Triple Neg,HER2+,Triple Neg,HER2+,HR+,HR+,HR+,Triple Neg,Triple Neg,HR+,HER2+,HR+,Triple Neg","[[0.0, 0.454, 0.546], [1.0, 0.0, 0.0], [0.988, 0.01164, 0.00036], [0.86, 0.13272, 0.00728], [0.0, 0.22, 0.78], [0.004, 0.701184, 0.294816], [0.0, 0.528, 0.472], [0.0, 0.09, 0.91], [0.932, 0.051272, 0.016728], [0.0, 0.218, 0.782], [1.0, 0.0, 0.0], [0.0, 0.89, 0.11], [0.0, 0.916, 0.084], [0.0, 0.726, 0.274], [0.0, 0.498, 0.502], [0.0, 0.22, 0.78], [0.0, 0.904, 0.096], [0.92, 0.04016, 0.03984], [0.0, 0.558, 0.442], [0.02, 0.30772, 0.67228]]",2851.9
en_rf,16,4,1.0,0.785714,0.857143,0.937729,0.816667,0.125167,"{""clf__max_features"": ""sqrt"", ""clf__min_samples_leaf"": 1, ""selector__C"": 0.0129155, ""selector__l1_ratio"": 0.1, ""selector__top_k"": 20}",5,20,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr3_196908262_196937230,chr8_166452_6907624","chr5_69274433_96603723,chr5_96637773_180644810,chr16_68838368_69397102,chr12_36739877_67332062,chr12_67337260_132389367,chr15_22163893_32511475,chr6_32766023_91964331,chr6_1535319_30010234,chr22_24263116_37678070,chr6_30021894_32519935,chr22_37717564_49509094,chr16_68710277_68751390,chr22_22725750_24228038,chr2_8972669_89953713,chr16_54390012_68679377,chr5_49619946_68850823,chr16_69763173_88690571,chr15_32523241_32594902,chr2_91057159_91321476,chr2_131945577_132196569",20,54,14,"0,3,8,11,13,22,24,26,27,32,39,40,45,57,59,61,73,81,85,88","HER2+,Triple Neg,Triple Neg,Triple Neg,HER2+,HR+,HR+,HER2+,Triple Neg,HR+,HER2+,HR+,Triple Neg,HER2+,HR+,HR+,HR+,Triple Neg,HER2+,Triple Neg","HER2+,Triple Neg,HR+,Triple Neg,HER2+,HR+,HR+,HER2+,Triple Neg,HR+,HER2+,HR+,HR+,HER2+,Triple Neg,HR+,HR+,Triple Neg,HER2+,Triple Neg","[[1.0, 0.0, 0.0], [0.016, 0.122927, 0.861073], [0.0, 0.565731, 0.434269], [0.0, 0.169458, 0.830542], [1.0, 0.0, 0.0], [0.0, 0.500084, 0.499916], [0.0, 0.993442, 0.006558], [1.0, 0.0, 0.0], [0.028, 0.480168, 0.491832], [0.002, 0.594808, 0.403192], [0.998, 0.001131, 0.000869], [0.002, 0.536367, 0.461633], [0.002, 0.77844, 0.21956], [1.0, 0.0, 0.0], [0.036, 0.41472, 0.54928], [0.0, 0.879805, 0.120195], [0.002, 0.846304, 0.151696], [0.0, 0.120681, 0.879319], [0.878, 0.111508, 0.010492], [0.0, 0.229922, 0.770078]]",2844.4
en_rf,16,5,1.0,0.571429,0.714286,0.840659,0.796667,0.185412,"{""clf__max_features"": ""sqrt"", ""clf__min_samples_leaf"": 1, ""selector__C"": 0.16681, ""selector__l1_ratio"": 0.5, ""selector__top_k"": 5}",5,5,"chr17_35076296_35282086,chr17_41011530_41494331,chr17_42161364_42873571,chr17_1542118_1560766,chr8_166452_6907624","chr16_68838368_69397102,chr15_22163893_32511475,chr12_67337260_132389367,chr12_36739877_67332062,chr11_89400624_134432265",20,54,14,"4,14,15,28,35,42,46,56,63,68,69,70,72,75,86,87,91,92,94,97","Triple Neg,Triple Neg,Triple Neg,HER2+,HR+,HR+,HER2+,HER2+,HER2+,HER2+,HR+,HER2+,HR+,Triple Neg,HR+,Triple Neg,HR+,Triple Neg,Triple Neg,HR+","HR+,Triple Neg,HR+,HER2+,HR+,HR+,HER2+,HER2+,HER2+,HER2+,HR+,HER2+,HR+,Triple Neg,Triple Neg,HR+,Triple Neg,Triple Neg,Triple Neg,Triple Neg","[[0.0, 1.0, 0.0], [0.0, 0.189426, 0.810574], [0.0, 0.846485, 0.153515], [0.958, 0.007956, 0.034044], [0.0, 0.908483, 0.091517], [0.022, 0.7335, 0.2445], [1.0, 0.0, 0.0], [0.766, 0.044326, 0.189674], [0.808, 0.081093, 0.110907], [1.0, 0.0, 0.0], [0.102, 0.620175, 0.277825], [1.0, 0.0, 0.0], [0.02, 0.890665, 0.089335], [0.022, 0.032069, 0.945931], [0.0, 0.123764, 0.876236], [0.0, 0.52262, 0.47738], [0.0, 0.189426, 0.810574], [0.0, 0.013661, 0.986339], [0.0, 0.189426, 0.810574], [0.0, 0.189426, 0.810574]]",2853.7
